Time [s]	Epidermis	Dermis	Fat
73.04	302.85	305.87	310.15
73.14	302.84	305.86	310.15
73.24	302.83	305.86	310.15
73.34	302.83	305.85	310.15
73.44	302.82	305.84	310.15
73.54	302.81	305.84	310.15
73.64	302.81	305.83	310.15
73.74	302.8	305.82	310.15
73.84	302.79	305.82	310.15
73.94	302.78	305.81	310.15
74.04	302.78	305.8	310.15
74.14	302.77	305.8	310.15
74.24	302.76	305.79	310.15
74.34	302.76	305.78	310.15
74.44	302.75	305.78	310.15
74.54	302.74	305.77	310.15
74.64	302.74	305.76	310.15
74.74	302.73	305.76	310.15
74.84	302.72	305.75	310.15
74.94	302.71	305.74	310.15
75.04	302.71	305.74	310.15
75.14	302.7	305.73	310.15
75.24	302.69	305.72	310.15
75.34	302.69	305.72	310.15
75.44	302.68	305.71	310.15
75.54	302.67	305.7	310.15
75.64	302.67	305.7	310.15
75.74	302.66	305.69	310.15
75.84	302.65	305.68	310.15
75.94	302.64	305.68	310.15
76.04	302.64	305.67	310.15
76.14	302.63	305.66	310.15
76.24	302.62	305.66	310.15
76.34	302.62	305.65	310.15
76.44	302.61	305.64	310.15
76.54	302.6	305.64	310.15
76.64	302.6	305.63	310.15
76.74	302.59	305.62	310.15
76.84	302.58	305.62	310.15
76.94	302.57	305.61	310.15
77.04	302.57	305.6	310.15
77.14	302.56	305.6	310.15
77.24	302.55	305.59	310.15
77.34	302.55	305.58	310.15
77.44	302.54	305.58	310.15
77.54	302.53	305.57	310.15
77.64	302.53	305.56	310.15
77.74	302.52	305.56	310.15
77.84	302.51	305.55	310.15
77.94	302.51	305.54	310.15
78.04	302.5	305.54	310.15
78.14	302.49	305.53	310.15
78.24	302.49	305.52	310.15
78.34	302.48	305.52	310.15
78.44	302.47	305.51	310.15
78.54	302.46	305.5	310.15
78.64	302.46	305.5	310.15
78.74	302.45	305.49	310.15
78.84	302.44	305.48	310.15
78.94	302.44	305.48	310.15
79.04	302.43	305.47	310.15
79.14	302.42	305.46	310.15
79.24	302.42	305.46	310.15
79.34	302.41	305.45	310.15
79.44	302.4	305.44	310.15
79.54	302.4	305.44	310.15
79.64	302.39	305.43	310.15
79.74	302.38	305.42	310.15
79.84	302.38	305.42	310.15
79.94	302.37	305.41	310.15
80.04	302.36	305.41	310.15
80.14	302.36	305.4	310.15
80.24	302.35	305.39	310.15
80.34	302.34	305.39	310.15
80.44	302.34	305.38	310.15
80.54	302.33	305.37	310.15
80.64	302.32	305.37	310.15
80.74	302.32	305.36	310.15
80.84	302.31	305.35	310.15
80.94	302.3	305.35	310.15
81.04	302.3	305.34	310.15
81.14	302.29	305.33	310.15
81.24	302.28	305.33	310.15
81.34	302.27	305.32	310.15
81.44	302.27	305.31	310.15
81.54	302.26	305.31	310.15
81.64	302.25	305.3	310.15
81.74	302.25	305.29	310.15
81.84	302.24	305.29	310.15
81.94	302.23	305.28	310.15
82.04	302.23	305.28	310.15
82.14	302.22	305.27	310.15
82.24	302.21	305.26	310.15
82.34	302.21	305.26	310.15
82.44	302.2	305.25	310.15
82.54	302.19	305.24	310.15
82.64	302.19	305.24	310.15
82.74	302.18	305.23	310.15
82.84	302.17	305.22	310.15
82.94	302.17	305.22	310.15
83.04	302.16	305.21	310.15
83.14	302.15	305.2	310.15
83.24	302.15	305.2	310.15
83.34	302.14	305.19	310.15
83.44	302.13	305.18	310.15
83.54	302.13	305.18	310.15
83.64	302.12	305.17	310.15
83.74	302.11	305.17	310.15
83.84	302.11	305.16	310.15
83.94	302.1	305.15	310.15
84.04	302.1	305.15	310.15
84.14	302.09	305.14	310.15
84.24	302.08	305.13	310.15
84.34	302.08	305.13	310.15
84.44	302.07	305.12	310.15
84.54	302.06	305.11	310.15
84.64	302.06	305.11	310.15
84.74	302.05	305.1	310.15
84.84	302.04	305.1	310.15
84.94	302.04	305.09	310.15
85.04	302.03	305.08	310.15
85.14	302.02	305.08	310.15
85.24	302.02	305.07	310.15
85.34	302.01	305.06	310.15
85.44	302	305.06	310.15
85.54	302	305.05	310.15
85.64	301.99	305.04	310.15
85.74	301.98	305.04	310.15
85.84	301.98	305.03	310.15
85.94	301.97	305.03	310.15
86.04	301.96	305.02	310.15
86.14	301.96	305.01	310.15
86.24	301.95	305.01	310.15
86.34	301.94	305	310.15
86.44	301.94	304.99	310.15
86.54	301.93	304.99	310.15
86.64	301.92	304.98	310.15
86.74	301.92	304.97	310.15
